conversation_id,cluster,intent_label,first_customer_text_clean,num_turns,is_resolved,is_escalation,label_notes
1457863,6,feature_request,"@115888 I can't listen @2235 anymore, why? Tell me it's a bug!",4,True,False,"Feature Request: UI suggestions, wishlist items, or playlist mechanics."
1847660,4,app_bug,"@SpotifyCares having this problem across devices, restarting the apps did nothing",2,True,False,Technical Bug: Resolvable via standard self-serve troubleshooting (cache/reinstall).
2792185,0,subscription_issue,@117153 my premium is gone and i can’t log in to fix it. Whats going on?!,2,True,False,Subscription information resolvable via FAQ.
908508,5,billing_dispute,@117153 @SpotifyCares I'm having issues I paid my premium online but my app isn't showing I have premium I used a giftcard with $30,2,True,True,Billing Dispute: Financial issue requiring human account inspection.
622884,2,general_inquiry,"@SpotifyCares hey Spotify, can I ask why you keep trying to surprise me with Gloria Gaynor when I haven’t played it? 🤔😂 #thanksfortellingmeiwillsurvive",2,True,False,"General Inquiry: Public information, catalog, or channel availability."
2707728,6,feature_request,I'm going to have to cancel my @115888 subscription because its so messed up I cant listen to a single song without it activating Siri and skipping ahead and skipping mid song at the slightest physical movement of my iphone,6,True,False,"Feature Request: UI suggestions, wishlist items, or playlist mechanics."
1027101,4,app_bug,"Dear @115888, why in an album the incorrect version is played in the desktop app? In the mobile app the correct one is played..",2,True,False,Technical Bug: Resolvable via standard self-serve troubleshooting (cache/reinstall).
783560,5,billing_dispute,@SpotifyCares excuse I got charged $10 when I have the student discount,2,True,True,Billing Dispute: Financial issue requiring human account inspection.
1294213,6,feature_request,"When is @115888 gunna put Somo's version of ""Young and Beautiful"" up to download? It's my only wish lately..",4,True,False,"Feature Request: UI suggestions, wishlist items, or playlist mechanics."
1945076,2,general_inquiry,Hi @118266 kenapa spotify di akun saya ketika memutar musik selalu ter-pause secara tiba-tiba di tengah² lagu ya?,2,True,False,"General Inquiry: Public information, catalog, or channel availability."
1787392,1,account_access,@SpotifyCares My account is considered as not active when I'm currently using it and I can't log in on the desktop site due to it.,2,True,True,Account Access: User cannot access account / needs DM identity verification.
2672388,3,off_topic_chatter,"@115888 @125633 hey, did you guys receive my email?",2,True,False,"Off-Topic: Casual social interaction, memes, or artist praise."
2987175,1,account_access,@SpotifyCares need help emailed and NO the suggestions apply. The only reason am using twitter is to get an answer,2,True,True,Account Access: Sign-in or credential roadblock requiring backstage check.
1902595,5,billing_dispute,"@SpotifyCares MS Groove user here. Followed migration steps, but when activating 60 days premium trial, says its not available in my area.",2,True,True,Billing Dispute: Financial issue requiring human account inspection.
2076196,6,feature_request,The song shuffle on @115888 is absolute cancer.,2,True,False,"Feature Request: UI suggestions, wishlist items, or playlist mechanics."
43451,5,billing_dispute,@SpotifyCares Why can I not pay for Spotify Student via PayPal?,2,True,True,Billing Dispute: Financial issue requiring human account inspection.
2063178,1,account_access,"@SpotifyCares Why did I get an email saying thanks for joining spotify family, and my password has changed and logged me out?!?!",4,True,True,Account Access: Sign-in or credential roadblock requiring backstage check.
2495277,1,account_access,@SpotifyCares I cancelled my FB free a/c as i wanted to set up prem direct in order to keep my email. Several attempts failed- need help?,2,True,True,Account Access: Sign-in or credential roadblock requiring backstage check.
312675,2,general_inquiry,"@115888 you guys suck! Who in there mind would pay for spotify when you guys have ni contact number. That's a joke, lol.",2,True,False,"General Inquiry: Public information, catalog, or channel availability."
116614,0,subscription_issue,"@117153 Still got the problem, that the payment just doesn't seem to arrive via PayPal.",2,True,True,Subscription Billing: Account-specific payment issue or family plan billing failure.
1094849,1,account_access,"@115888 @SpotifyCares am having issues joining a family plan, would you help?",2,True,True,Account Access: Sign-in or credential roadblock requiring backstage check.
276533,5,billing_dispute,"@115888 I don't get the Spotify student discount, but I have Spotify premium. Can I still get in on this?",2,True,True,Billing Dispute: Financial issue requiring human account inspection.
2620036,6,feature_request,@115888 why don’t you have peekaboo by Red Velvet yet I’ve been waiting for 5hours!?!!?,2,True,False,"Feature Request: UI suggestions, wishlist items, or playlist mechanics."
2456289,4,app_bug,".@SpotifyCares suspect you've got a data breach ongoing. Just had a random Chinese market Huawei phone using my Spotify Connect on desktop, and I was suddenly following random garbage playlists. Changed my password and logged everything out.",2,True,True,Security/Hijack: Account compromise requires human verification.
1852541,1,account_access,@SpotifyCares Invited housemates to my family acct. 2 w/ gmail never got invite. 1 w/ got invite no problem.,2,True,True,Account Access: Sign-in or credential roadblock requiring backstage check.
2377274,5,billing_dispute,"@SpotifyCares hi i already have spotify premium but i’d like to get the student discount, but when i go to change my plan it doesn’t allow paypal as a payment option. pls help",4,True,True,Billing Dispute: Financial issue requiring human account inspection.
2322448,6,feature_request,.@115888 if you recommend me the Wiz Khalifa album again I'm breaking my phone and unsubscribing,2,True,False,"Feature Request: UI suggestions, wishlist items, or playlist mechanics."
2439869,0,subscription_issue,Hi @115888 I have a premium account as part of my @121122 bundle. I'd like to have premium family but am not sure if it's possible due to the account type I have. Can you advise? Thx,4,True,True,Subscription/Payment: Plan setup or billing issue requiring human check.
2788010,1,account_access,"@116130 is your page down? I’ve been trying to access it to sort out my family accounts and the page just won’t load? I’ve tried multiply time, Is it something to do with my wifi? @SpotifyCares",2,True,True,Account Access: Sign-in or credential roadblock requiring backstage check.
2770899,4,app_bug,"@115888 @SpotifyCares your app fucking sucks. Always deletes all my downloaded music. Downloading 53 out of 1,428 songs. Really thinking about switching to Apple Music.",2,True,False,Technical Bug: Resolvable via standard self-serve troubleshooting (cache/reinstall).
2036303,4,app_bug,@SpotifyCares HELP! I'm still on the free version and I can't find my hidden downloads anymore. Do they just vanish after awhile?,2,True,False,Technical Bug: Resolvable via standard self-serve troubleshooting (cache/reinstall).
2957861,5,billing_dispute,@SpotifyCares stop canceling my student discount without notifying me jesus christ!!!,4,True,True,Billing Dispute: Financial issue requiring human account inspection.
171145,3,off_topic_chatter,@115888 DM me or i’ll cry,2,True,False,"Off-Topic: Casual social interaction, memes, or artist praise."
1827733,3,off_topic_chatter,"@115888 I don't know what this is, but I hate it.",2,True,False,"Off-Topic: Casual social interaction, memes, or artist praise."
466066,3,off_topic_chatter,@115888 make a listen to later function.,2,True,False,"Off-Topic: Casual social interaction, memes, or artist praise."
286430,2,general_inquiry,@SpotifyCares Not the late great Ronnie James Dio me thinks. spotify:album:5mBgXOL9Ei06v84sArsA8N,4,True,False,"General Inquiry: Public information, catalog, or channel availability."
399539,2,general_inquiry,Thanks @SpotifyCares You made my day,2,True,False,"General Inquiry: Public information, catalog, or channel availability."
656542,4,app_bug,"@SpotifyCares please help! I have tried updating my card info on three different browsers, cleared cookies, etc, and still can’t make it work!! I hit submit and it doesn’t do anything....SOS!!!",2,True,False,Technical Bug: Resolvable via standard self-serve troubleshooting (cache/reinstall).
1517695,6,feature_request,I wanna know why Este Corazon is the only RBD song I can find on @115888,8,True,False,"Feature Request: UI suggestions, wishlist items, or playlist mechanics."
2038173,0,subscription_issue,"@117153 Hello, I can't join my family's premium plan, it says an error has occur but I don't know how to fix it, please help me",2,True,True,Subscription/Payment: Plan setup or billing issue requiring human check.
2198142,6,feature_request,@115888 can we get a thumbs up button for well played shuffle sequences?,2,True,False,"Feature Request: UI suggestions, wishlist items, or playlist mechanics."
2405254,2,general_inquiry,@SpotifyCares iPhone X support any time soon?,2,True,False,"General Inquiry: Public information, catalog, or channel availability."
2216006,3,off_topic_chatter,@115888 where the fuck is it,2,True,False,"Off-Topic: Casual social interaction, memes, or artist praise."
163729,0,subscription_issue,"@115888 I was quite excited when I got the advertisement that they are offering 9 pesos for the first 3 months, but whatever type of payment method I chose, it would charge me 129. Is this a false advertisement or legit? Thoughts?",2,True,True,Subscription Billing: Account-specific payment issue or family plan billing failure.
2504217,3,off_topic_chatter,You would think a company with such a widely used app like @115888 would have updated for the iPhone X by now,4,True,False,"Off-Topic: Casual social interaction, memes, or artist praise."
2071511,5,billing_dispute,@SpotifyCares my card has been charged 3 times today by Spotify. How can I dispute these charges?,2,True,True,Billing Dispute: Monetary transactions and refund requests require human review.
2572220,3,off_topic_chatter,@115888 why don’t you include all new releases in the new releases list on the app???,4,True,False,"Off-Topic: Casual social interaction, memes, or artist praise."
